Date,Open,High,Low,Close,Volume
2022-12-27,109.98,110.87,109.77,110.5,44704274
2022-12-28,110.58,112.44,110.36,112.17,18677931
2022-12-29,112.36,114.68,106.98,109.82,22563752
2022-12-30,109.73,112.86,108.9,111.94,49098495
2023-01-02,111.77,113.84,110.54,113.25,13070555
2023-01-03,113.01,114.66,109.51,109.71,7653941
2023-01-04,109.84,114.97,108.24,113.17,26253579
2023-01-05,113.16,118.9,111.84,118.5,10027575
2023-01-06,118.63,118.8,116.14,116.72,29414233
2023-01-09,116.84,118.36,116.84,116.87,32172431
2023-01-10,117.26,121.39,117.08,120.21,10101859
2023-01-11,120.26,122.05,116.02,116.72,25812045
2023-01-12,116.9,117.55,112.05,112.19,16924715
2023-01-13,111.92,112.17,107.79,109.34,21631714
2023-01-16,109.1,109.78,107.49,108.13,32985503
2023-01-17,108.06,108.22,106.25,106.9,36336510
2023-01-18,106.64,109.03,106.31,108.23,21705424
2023-01-19,108.38,109.16,108.05,108.84,46801001
2023-01-20,108.55,108.7,106.16,106.18,28788665
2023-01-23,106.19,108.68,105.81,107.41,43717118
2023-01-24,106.88,113.26,106.42,111.54,34991014
2023-01-25,111.29,114.76,110.91,114.26,37697581
2023-01-26,114.19,117.69,113.18,116.57,49800684
2023-01-27,116.51,116.81,115.41,116.64,18019844
2023-01-30,116.23,119.5,114.87,118.99,28222518
2023-01-31,119.01,119.19,116.46,116.73,18660894
2023-02-01,116.96,119.1,116.11,118.52,36954919
2023-02-02,118.68,119.23,118.0,118.34,13016690
2023-02-03,118.18,123.06,117.65,121.07,22468944
2023-02-06,120.93,122.27,120.64,122.23,44406030
2023-02-07,121.94,122.31,119.19,119.62,20555755
2023-02-08,119.77,120.66,117.92,119.95,35456960
2023-02-09,120.29,123.74,119.76,122.93,27813201
2023-02-10,122.8,123.59,119.6,120.21,30910243
2023-02-13,119.8,121.81,118.0,118.9,26580901
2023-02-14,118.94,119.17,116.73,117.11,8157526
2023-02-15,117.27,117.73,112.58,113.68,47345556
2023-02-16,113.06,116.26,112.02,115.91,43182164
2023-02-17,115.94,119.61,115.68,119.01,5991304
2023-02-20,119.53,122.02,118.52,120.95,11518407
2023-02-21,121.15,123.44,120.63,121.57,32333438
2023-02-22,121.7,123.77,119.92,121.46,27929530
2023-02-23,121.56,122.44,119.27,122.07,21096210
2023-02-24,122.33,122.36,120.26,120.32,47097953
2023-02-27,120.1,122.83,119.89,122.52,7780438
2023-02-28,122.31,127.09,122.3,125.13,21085464
2023-03-01,125.23,129.09,125.18,127.51,43888637
2023-03-02,127.34,128.59,124.69,126.19,25594189
2023-03-03,126.26,127.29,125.06,126.41,15307621
2023-03-06,125.93,127.13,124.92,126.02,47511635
2023-03-07,126.21,131.51,123.83,130.64,42435799
2023-03-08,130.86,131.89,129.89,131.13,18380416
2023-03-09,131.14,132.14,125.9,126.31,10963019
2023-03-10,126.36,128.89,123.75,127.35,25352066
2023-03-13,127.76,132.89,126.64,132.26,46499961
2023-03-14,131.98,135.02,131.46,134.11,22156899
2023-03-15,133.87,138.24,133.72,136.52,38223668
2023-03-16,136.22,138.92,136.0,136.65,23322956
2023-03-17,136.53,137.3,131.05,131.39,36929093
2023-03-20,131.13,131.21,125.33,126.74,24403575
2023-03-21,126.75,128.05,122.14,123.65,41485603
2023-03-22,123.49,123.94,122.97,123.36,49591633
2023-03-23,123.0,125.06,122.13,124.15,41244220
2023-03-24,123.77,126.21,122.85,125.9,10622433
2023-03-27,126.21,127.64,124.89,125.07,6836104
2023-03-28,125.06,129.03,124.11,127.51,40178422
2023-03-29,127.46,129.54,126.77,126.83,32412766
2023-03-30,126.84,127.41,120.43,125.08,39673386
2023-03-31,125.06,127.56,124.2,127.25,5528962
2023-04-03,127.45,128.0,123.99,124.97,45937714
2023-04-04,125.11,126.39,118.31,118.36,8523894
2023-04-05,118.22,119.44,115.39,115.9,12886479
2023-04-06,115.71,117.26,114.87,116.14,31243067
2023-04-07,115.89,116.07,108.2,109.22,18193524
2023-04-10,108.95,109.29,108.09,108.47,32926588
2023-04-11,108.77,108.94,107.54,107.77,15882665
2023-04-12,107.57,108.26,104.03,104.76,12674175
2023-04-13,104.34,105.19,100.12,101.72,41289932
2023-04-14,101.55,102.11,99.7,100.8,23145322
2023-04-17,100.65,101.05,96.78,99.73,42283170
2023-04-18,99.79,103.73,99.75,102.29,21222943
2023-04-19,102.11,105.79,101.23,103.08,25677642
2023-04-20,103.19,103.31,99.5,99.89,36673312
2023-04-21,99.97,100.13,96.58,98.22,43241566
2023-04-24,98.47,100.85,97.33,99.64,23893533
2023-04-25,100.07,103.57,99.01,103.51,5036340
2023-04-26,104.1,104.85,101.56,104.33,22305570
2023-04-27,104.61,106.43,104.1,105.0,43448272
2023-04-28,104.76,109.1,104.5,109.01,42147242
2023-05-01,108.92,109.61,107.69,108.98,13150067
2023-05-02,109.03,110.23,107.76,108.33,35083981
2023-05-03,108.78,108.91,105.3,105.33,49171816
2023-05-04,105.47,106.59,104.03,104.28,9983583
2023-05-05,104.53,109.04,103.06,108.94,27881844
2023-05-08,108.9,110.05,104.19,105.91,29295480
2023-05-09,106.03,106.38,105.07,105.95,13807881
2023-05-10,106.11,107.27,102.9,103.03,15110258
2023-05-11,102.94,104.95,102.0,103.32,39513017
2023-05-12,103.48,105.71,102.81,105.19,17144922
2023-05-15,105.41,105.99,104.22,104.7,16419283
2023-05-16,104.67,107.44,104.13,106.26,32579812
2023-05-17,106.48,108.16,106.06,107.83,48728205
2023-05-18,108.18,109.69,106.8,108.82,43933127
2023-05-19,108.83,112.88,108.57,112.64,14904349
2023-05-22,112.64,115.91,109.3,114.43,21147077
2023-05-23,114.36,114.57,113.35,113.76,47914144
2023-05-24,113.62,114.82,110.98,112.24,28478357
2023-05-25,112.27,113.02,109.56,110.38,16525995
2023-05-26,110.29,112.36,108.57,111.46,8514455
2023-05-29,111.39,112.7,109.06,110.76,15033848
2023-05-30,110.59,118.51,110.05,117.0,39835851
2023-05-31,116.64,121.93,115.35,121.41,32952326
2023-06-01,121.19,122.53,120.26,120.92,12803098
2023-06-02,121.0,121.44,119.74,120.15,41649197
2023-06-05,119.86,125.28,118.77,124.31,22932960
2023-06-06,124.14,125.27,118.32,119.73,26721219
2023-06-07,120.13,122.15,117.76,118.68,17348948
2023-06-08,118.95,121.21,118.74,120.98,35201408
2023-06-09,120.82,121.24,118.15,118.82,28371364
2023-06-12,118.96,119.46,116.65,117.72,32405026
2023-06-13,117.56,117.68,115.89,116.92,18480670
2023-06-14,117.3,118.85,116.3,118.49,20909028
2023-06-15,118.36,120.39,116.51,118.85,26073956
2023-06-16,118.86,120.34,118.07,119.83,18526486
2023-06-19,120.16,121.55,119.49,121.29,24844788
2023-06-20,121.09,122.58,119.68,121.38,45621798
2023-06-21,121.7,124.33,120.91,124.14,32589661
2023-06-22,123.93,124.77,121.2,122.36,40906231
2023-06-23,122.42,123.35,118.2,118.92,36002133
2023-06-26,118.85,119.11,114.79,114.79,31486631
2023-06-27,114.77,115.29,111.13,111.15,47364540
2023-06-28,111.19,111.6,109.28,109.96,38417069
2023-06-29,109.94,113.17,109.26,112.27,10104692
2023-06-30,112.04,114.37,110.9,112.68,45392015
2023-07-03,112.88,114.01,110.83,111.37,15459232
2023-07-04,111.53,114.01,108.67,109.03,25601930
2023-07-05,109.31,109.58,107.8,107.9,6568829
2023-07-06,108.2,108.97,105.45,107.06,6475098
2023-07-07,106.77,107.47,105.05,105.88,18958957
2023-07-10,106.15,106.39,100.94,102.91,39510452
2023-07-11,103.17,103.98,99.72,101.95,31156840
2023-07-12,101.84,105.0,99.63,104.07,25655667
2023-07-13,104.28,107.59,99.53,99.66,14257542
2023-07-14,99.95,100.92,97.11,99.2,40215708
2023-07-17,99.09,101.01,94.0,95.1,45687635
2023-07-18,94.84,95.65,93.81,95.47,43410198
2023-07-19,95.4,96.64,90.96,94.07,25459069
2023-07-20,94.59,95.72,90.06,90.24,8458978
2023-07-21,90.29,91.05,89.76,90.44,45407298
2023-07-24,90.22,94.04,89.1,93.81,22916535
2023-07-25,93.76,94.75,91.69,94.03,33000158
2023-07-26,93.85,97.44,93.57,96.26,38325761
2023-07-27,96.19,96.79,95.72,96.15,49158652
2023-07-28,96.16,96.98,91.44,92.1,25326219
2023-07-31,91.63,94.22,91.34,93.03,16981552
2023-08-01,93.1,93.68,90.44,92.27,25311249
2023-08-02,92.53,93.54,89.29,89.63,34335436
2023-08-03,89.6,92.21,88.58,91.07,26534642
2023-08-04,91.0,93.09,89.56,91.61,23799747
2023-08-07,91.81,92.52,89.82,90.67,49479966
2023-08-08,90.44,92.61,89.64,92.28,32697927
2023-08-09,92.05,93.32,90.08,90.7,15797715
2023-08-10,90.45,92.1,89.88,91.89,48642448
2023-08-11,91.86,92.57,88.74,90.2,12343183
2023-08-14,90.27,92.39,89.66,91.19,20704181
2023-08-15,91.17,91.51,87.8,89.22,39530165
2023-08-16,89.32,91.95,88.37,91.93,42774412
2023-08-17,92.09,92.75,90.37,92.42,13606855
2023-08-18,92.51,95.52,92.26,95.13,7053382
2023-08-21,94.97,96.52,93.12,93.59,6870359
2023-08-22,93.54,95.07,92.09,92.72,32599081
2023-08-23,92.96,94.45,92.27,94.31,40857299
2023-08-24,94.12,95.48,89.13,89.3,43578481
2023-08-25,89.25,90.22,86.69,87.43,34289516
2023-08-28,87.36,89.34,86.5,89.27,37317535
2023-08-29,89.24,90.78,88.91,90.12,26238260
2023-08-30,89.93,92.09,89.82,91.92,11630378
2023-08-31,91.68,92.38,91.32,91.37,49936640
2023-09-01,91.84,93.12,91.37,92.43,12558149
2023-09-04,92.6,92.93,90.35,91.11,42973205
2023-09-05,90.98,91.69,88.64,88.66,25062480
2023-09-06,88.65,89.09,85.55,85.72,24743888
2023-09-07,85.84,86.4,83.8,84.8,21801123
2023-09-08,84.74,85.77,82.29,83.89,45460233
2023-09-11,83.99,84.25,82.56,82.85,12570457
2023-09-12,82.75,83.6,76.85,77.19,31767109
2023-09-13,77.14,78.01,73.75,74.18,28348392
2023-09-14,74.17,74.41,73.35,73.41,30350863
2023-09-15,73.35,73.89,72.84,73.85,13540767
2023-09-18,73.49,73.79,72.67,73.01,8665102
2023-09-19,73.02,73.87,70.52,71.76,8453493
2023-09-20,71.8,72.89,67.7,68.54,18347689
2023-09-21,68.6,72.34,66.66,71.38,27060283
2023-09-22,71.24,71.25,69.38,69.84,12899275
2023-09-25,69.88,72.61,69.74,72.24,47276965
2023-09-26,72.27,75.75,71.3,74.55,33520206
2023-09-27,74.28,75.73,74.25,74.97,11884825
2023-09-28,74.64,74.72,73.28,74.13,16220332
2023-09-29,74.2,75.12,73.41,74.34,13944987
2023-10-02,74.2,74.31,71.7,72.66,9213326
2023-10-03,72.81,73.35,72.8,73.06,27987648
2023-10-04,73.37,74.74,72.92,73.08,24990973
2023-10-05,72.99,74.69,72.43,73.87,47664899
2023-10-06,73.77,75.48,73.1,75.31,37087901
2023-10-09,75.3,78.56,74.98,77.98,25319124
2023-10-10,78.08,79.05,76.82,77.39,48352443
2023-10-11,77.21,79.09,77.17,79.04,14486049
2023-10-12,79.23,79.52,77.36,77.81,7403788
2023-10-13,77.97,79.47,75.72,76.45,30869567
2023-10-16,76.55,76.73,75.24,75.52,14394138
2023-10-17,75.44,76.39,73.04,74.07,19524739
2023-10-18,74.21,75.71,72.27,75.55,32229299
2023-10-19,75.68,78.79,75.02,76.97,10167179
2023-10-20,76.79,79.53,76.32,78.97,23375376
2023-10-23,79.3,80.13,78.57,78.95,33297307
2023-10-24,78.9,81.05,78.59,79.4,30354405
2023-10-25,79.46,79.82,78.23,78.5,24550362
2023-10-26,78.42,79.45,75.41,76.73,24951483
2023-10-27,76.79,77.66,74.83,77.44,48012651
2023-10-30,77.62,78.98,77.55,77.87,34493450
2023-10-31,77.74,78.21,75.28,76.18,22285061
2023-11-01,75.93,77.49,74.09,77.09,15681539
2023-11-02,77.02,78.41,73.42,74.47,11873300
2023-11-03,74.27,74.55,73.97,74.22,23953169
2023-11-06,74.1,74.35,73.3,73.3,19558466
2023-11-07,73.28,73.46,71.78,72.54,5218285
2023-11-08,72.53,72.79,70.92,71.0,26541742
2023-11-09,71.19,73.51,70.9,72.38,16902332
2023-11-10,72.24,74.22,70.42,73.22,18035351
2023-11-13,73.27,75.26,71.3,74.99,23432806
2023-11-14,74.91,75.22,74.59,75.2,24062196
2023-11-15,75.41,75.98,73.03,73.29,43097043
2023-11-16,73.66,73.85,72.04,72.75,36764585
2023-11-17,72.79,73.77,70.61,71.05,47909342
2023-11-20,71.29,71.85,69.55,71.7,39424288
2023-11-21,71.63,74.09,71.35,73.46,36971110
2023-11-22,73.22,74.49,72.23,73.94,31612034
2023-11-23,73.75,73.85,72.4,73.05,37495599
2023-11-24,72.82,73.19,72.15,72.51,26689050
2023-11-27,72.37,73.39,71.99,72.8,47378296
2023-11-28,72.76,73.15,70.62,70.72,10150906
2023-11-29,70.88,70.98,70.75,70.92,31259756
2023-11-30,71.02,72.08,70.88,71.2,35064588
2023-12-01,71.26,71.9,70.26,70.42,48334352
2023-12-04,70.36,71.09,68.82,69.82,15420225
2023-12-05,69.72,70.36,69.01,70.05,47801955
2023-12-06,70.06,70.78,68.9,68.9,38255092
2023-12-07,68.92,70.07,66.67,67.77,14343283
2023-12-08,67.8,69.02,67.7,68.82,47950203
2023-12-11,68.87,69.5,68.64,69.11,17922655
2023-12-12,69.1,71.97,68.59,71.46,43451575
2023-12-13,71.18,72.52,69.94,70.05,7329458
2023-12-14,69.89,69.91,67.37,67.58,17387844
2023-12-15,67.47,69.22,67.26,68.85,39893545
2023-12-18,69.08,70.78,68.79,70.16,25849526
2023-12-19,70.1,70.24,68.47,69.11,10477570
2023-12-20,69.21,69.97,66.36,67.09,25016675
2023-12-21,67.29,67.64,65.97,67.01,8655118
2023-12-22,67.06,67.09,64.19,64.68,39630662
2023-12-25,64.63,65.8,62.72,64.22,45980089
2023-12-26,64.18,64.97,60.96,61.45,23798092
2023-12-27,61.33,61.35,60.63,61.14,41366526
2023-12-28,61.18,61.2,58.0,58.58,20857119
2023-12-29,58.71,58.72,57.38,58.27,36749739
2024-01-01,58.34,60.3,58.31,60.04,31444200
2024-01-02,60.13,60.59,59.61,59.69,7968751
2024-01-03,59.78,61.17,59.42,60.59,30651680
2024-01-04,60.83,61.57,59.46,59.79,15038304
2024-01-05,59.71,60.06,58.53,58.7,42969626
2024-01-08,58.72,59.36,56.42,56.93,13509028
2024-01-09,57.02,58.37,56.77,58.1,46717093
2024-01-10,58.24,58.31,56.8,58.0,27797941
2024-01-11,57.72,60.23,57.44,59.88,43611712
2024-01-12,59.81,59.97,58.44,58.44,39321390
2024-01-15,58.42,58.43,57.79,58.15,49557916
2024-01-16,58.03,58.51,57.95,58.2,28154602
2024-01-17,58.3,60.15,57.78,59.83,30884983
2024-01-18,59.85,62.08,59.78,62.0,31975838
2024-01-19,61.95,62.79,60.7,61.16,23597766
2024-01-22,60.96,61.08,57.73,59.75,21623014
2024-01-23,59.59,60.69,57.29,57.66,36840204
2024-01-24,57.55,59.2,57.29,59.18,46908673
2024-01-25,59.23,59.46,58.29,59.03,44083234
2024-01-26,58.89,60.16,57.71,58.23,32574731
2024-01-29,57.98,58.9,57.67,58.12,37085644
2024-01-30,57.95,58.0,54.69,55.18,24780208
2024-01-31,55.11,55.66,53.11,53.26,30998954
2024-02-01,53.44,54.4,53.02,54.22,17919315
2024-02-02,54.49,55.2,53.53,54.61,12320189
2024-02-05,54.55,56.02,53.79,54.72,11451274
2024-02-06,54.83,55.46,53.32,53.59,37583587
2024-02-07,53.74,54.42,53.73,54.18,12827849
2024-02-08,54.32,57.17,53.22,56.1,45908799
2024-02-09,56.08,56.46,53.75,54.69,13919988
2024-02-12,54.55,55.18,54.22,54.66,25701048
2024-02-13,54.61,54.96,53.99,54.14,11602174
2024-02-14,53.94,54.94,53.83,54.49,44081770
2024-02-15,54.51,55.43,53.94,54.45,40274030
2024-02-16,54.54,54.64,53.81,54.25,31699857
2024-02-19,54.04,54.08,53.22,53.25,24966500
2024-02-20,53.25,53.68,52.7,53.19,16947445
2024-02-21,53.22,53.45,52.45,52.49,12833022
2024-02-22,52.62,52.76,51.63,52.29,49113593
2024-02-23,52.44,52.74,51.64,52.18,7916448
2024-02-26,52.26,53.15,51.42,52.82,38475933
2024-02-27,52.75,53.54,52.08,52.16,36270701
2024-02-28,52.12,52.29,51.58,51.78,49078634
2024-02-29,51.91,53.29,51.57,52.86,33352280
2024-03-01,52.79,52.81,51.99,52.58,32452388
2024-03-04,52.58,52.69,51.01,52.26,37664836
2024-03-05,52.42,53.45,51.97,53.12,38444382
2024-03-06,53.14,53.62,52.77,53.37,6619565
2024-03-07,53.22,54.15,52.42,53.42,17347522
2024-03-08,53.39,54.2,52.86,53.61,27814584
2024-03-11,53.67,53.96,51.96,52.25,28794574
2024-03-12,52.23,52.97,51.71,52.69,37795280
2024-03-13,52.81,54.13,51.82,54.06,22296541
2024-03-14,54.2,55.06,53.63,54.64,23075164
2024-03-15,54.57,55.16,52.18,52.93,35861709
2024-03-18,52.87,53.34,52.58,53.19,35830792
2024-03-19,53.18,53.45,51.92,52.19,47414893
2024-03-20,52.07,52.78,51.54,51.92,47502495
2024-03-21,51.96,52.05,51.81,52.02,30106163
2024-03-22,52.0,52.13,50.01,50.76,30283507
2024-03-25,50.84,52.16,50.35,52.1,5301598
2024-03-26,52.03,52.65,51.89,51.99,38813227
2024-03-27,51.9,53.08,51.44,52.79,19208513
2024-03-28,52.98,54.17,52.45,53.43,35201169
2024-03-29,53.33,55.26,53.1,54.85,29271894
2024-04-01,54.79,56.31,54.71,56.14,47822685
2024-04-02,56.06,57.36,53.49,54.48,40673977
2024-04-03,54.44,54.69,54.24,54.49,49177592
2024-04-04,54.39,54.65,51.8,52.19,31331723
2024-04-05,52.18,53.19,50.92,51.69,14892382
2024-04-08,51.62,52.58,50.72,52.41,14022451
2024-04-09,52.37,54.08,52.21,53.35,9288022
2024-04-10,53.39,54.72,53.16,54.72,32390326
2024-04-11,54.79,55.26,54.07,54.28,45222429
2024-04-12,54.33,55.51,53.41,54.6,44533981
2024-04-15,54.52,55.59,54.01,54.68,23438114
2024-04-16,54.72,56.11,54.24,56.06,28384592
2024-04-17,56.04,58.38,55.27,57.84,11930898
2024-04-18,57.83,58.26,57.01,57.4,43010648
2024-04-19,57.2,62.33,56.76,61.89,40213906
2024-04-22,61.97,62.03,60.76,61.85,29154764
2024-04-23,61.84,62.05,61.16,61.37,49322486
2024-04-24,61.58,62.69,61.39,62.09,7807128
2024-04-25,62.17,63.29,61.95,63.01,6957623
2024-04-26,62.87,63.9,61.85,63.68,48832237
2024-04-29,63.5,64.56,61.62,62.83,39249192
2024-04-30,62.97,65.02,62.95,64.68,6995080
2024-05-01,64.57,65.03,64.19,64.73,44622922
2024-05-02,64.82,67.25,64.81,66.73,17549050
2024-05-03,66.69,68.87,66.44,68.59,30582614
2024-05-06,68.88,69.88,65.82,66.84,34236425
2024-05-07,66.85,67.17,65.34,65.53,6474407
2024-05-08,65.73,66.34,63.84,64.21,41643660
2024-05-09,64.38,64.64,63.91,64.52,14739327
2024-05-10,64.46,64.75,64.36,64.57,14647991
2024-05-13,64.53,65.06,64.43,64.91,42604783
2024-05-14,65.1,65.33,63.6,63.85,44193479
2024-05-15,63.85,64.42,63.67,64.38,45679810
2024-05-16,64.27,66.24,63.72,66.2,36688999
2024-05-17,66.36,67.35,64.31,64.45,30974086
2024-05-20,64.78,66.01,63.97,64.19,9014455
2024-05-21,64.18,65.31,63.11,64.5,24641875
2024-05-22,64.68,65.05,64.08,64.32,24953217
2024-05-23,64.3,65.25,62.98,64.06,33693743
2024-05-24,64.23,67.62,62.95,66.35,44985026
2024-05-27,66.33,68.56,65.76,68.07,44789908
2024-05-28,68.26,69.58,67.8,69.23,25143699
2024-05-29,69.31,69.6,67.72,68.18,14808785
2024-05-30,68.16,71.37,67.93,71.29,43895106
2024-05-31,71.33,72.24,70.97,71.8,47981234
2024-06-03,71.73,72.72,69.96,70.97,14361281
2024-06-04,70.82,70.84,70.42,70.49,35865143
2024-06-05,70.34,70.52,69.54,69.79,44283704
2024-06-06,69.79,72.87,69.29,72.81,27019373
2024-06-07,72.66,73.3,72.08,73.1,36404258
2024-06-10,73.18,73.66,73.15,73.19,12494384
2024-06-11,73.28,73.81,70.07,70.1,6170371
2024-06-12,70.17,71.77,69.36,71.14,13553393
2024-06-13,71.07,71.68,68.97,69.64,9727071
